REGION	DEP	CANTON	TYPCT	BURCENTRAL	TNCC	ARTMAJ	NCC	ARTMIN	NCCENR
84	74	11	1	74224	3	(LA)	ROCHE-SUR-FORON	(La)	Roche-sur-Foron
84	74	12	1	74225	0		RUMILLY		Rumilly
84	74	13	1	74243	0		SAINT-JULIEN-EN-GENEVOIS		Saint-Julien-en-Genevois
84	74	14	1	74256	0		SALLANCHES		Sallanches
84	74	15	1	74263	0		SCIEZ		Sciez
84	74	16	1	74268	0		SEYNOD		Seynod
84	74	17	1	74281	0		THONON-LES-BAINS		Thonon-les-Bains
28	76	01	1	76057	0		BARENTIN		Barentin
28	76	02	1	76108	0		BOIS-GUILLAUME		Bois-Guillaume
28	76	03	1	76114	0		BOLBEC		Bolbec
28	76	04	1	76157	0		CANTELEU		Canteleu
28	76	05	1	76165	0		CAUDEBEC-LES-ELBEUF		Caudebec-lès-Elbeuf
28	76	06	1	76212	0		DARNETAL		Darnétal
28	76	07	2	76217	0		DIEPPE-1		Dieppe-1
28	76	08	2	76217	0		DIEPPE-2		Dieppe-2
28	76	09	1	76231	1		ELBEUF		Elbeuf
28	76	10	1	76255	1		EU		Eu
28	76	11	1	76259	0		FECAMP		Fécamp
28	76	12	1	76312	0		GOURNAY-EN-BRAY		Gournay-en-Bray
28	76	13	1	76322	2	(LE)	GRAND-QUEVILLY	(Le)	Grand-Quevilly
28	76	14	4	76351	2	(LE)	HAVRE-1	(Le)	Havre-1
28	76	15	2	76351	2	(LE)	HAVRE-2	(Le)	Havre-2
28	76	16	2	76351	2	(LE)	HAVRE-3	(Le)	Havre-3
28	76	17	4	76351	2	(LE)	HAVRE-4	(Le)	Havre-4
28	76	18	4	76351	2	(LE)	HAVRE-5	(Le)	Havre-5
28	76	19	2	76351	2	(LE)	HAVRE-6	(Le)	Havre-6
28	76	20	1	76400	0		LUNERAY		Luneray
28	76	21	1	76429	2	(LE)	MESNIL-ESNARD	(Le)	Mesnil-Esnard
28	76	22	1	76451	0		MONT-SAINT-AIGNAN		Mont-Saint-Aignan
28	76	23	1	76462	0		NEUFCHATEL-EN-BRAY		Neufchâtel-en-Bray
28	76	24	1	76474	0		NOTRE-DAME-DE-BONDEVILLE		Notre-Dame-de-Bondeville
28	76	25	1	76476	0		NOTRE-DAME-DE-GRAVENCHON		Notre-Dame-de-Gravenchon
28	76	26	1	76481	1		OCTEVILLE-SUR-MER		Octeville-sur-Mer
28	76	27	2	76498	2	(LE)	PETIT-QUEVILLY	(Le)	Petit-Quevilly
28	76	28	4	76540	0		ROUEN-1		Rouen-1
28	76	29	4	76540	0		ROUEN-2		Rouen-2
28	76	30	4	76540	0		ROUEN-3		Rouen-3
28	76	31	2	76575	0		SAINT-ETIENNE-DU-ROUVRAY		Saint-Étienne-du-Rouvray
28	76	32	1	76647	0		SAINT-ROMAIN-DE-COLBOSC		Saint-Romain-de-Colbosc
28	76	33	1	76655	0		SAINT-VALERY-EN-CAUX		Saint-Valery-en-Caux
28	76	34	5	76681	0		SOTTEVILLE-LES-ROUEN		Sotteville-lès-Rouen
28	76	35	1	76758	1		YVETOT		Yvetot
11	77	01	1	77083	0		CHAMPS-SUR-MARNE		Champs-sur-Marne
11	77	02	1	77108	0		CHELLES		Chelles
11	77	03	1	77118	0		CLAYE-SOUILLY		Claye-Souilly
11	77	04	1	77122	0		COMBS-LA-VILLE		Combs-la-Ville
11	77	05	1	77131	0		COULOMMIERS		Coulommiers
11	77	06	1	77183	3	(LA)	FERTE-SOUS-JOUARRE	(La)	Ferté-sous-Jouarre
11	77	07	1	77186	0		FONTAINEBLEAU		Fontainebleau
11	77	08	1	77192	0		FONTENAY-TRESIGNY		Fontenay-Trésigny
11	77	09	1	77243	0		LAGNY-SUR-MARNE		Lagny-sur-Marne
11	77	10	1	77284	0		MEAUX		Meaux
11	77	11	1	77288	0		MELUN		Melun
11	77	12	1	77294	0		MITRY-MORY		Mitry-Mory
11	77	13	1	77305	0		MONTEREAU-FAULT-YONNE		Montereau-Fault-Yonne
11	77	14	1	77327	0		NANGIS		Nangis
11	77	15	1	77333	0		NEMOURS		Nemours
11	77	16	1	77350	1		OZOIR-LA-FERRIERE		Ozoir-la-Ferrière
11	77	17	1	77373	0		PONTAULT-COMBAULT		Pontault-Combault
11	77	18	1	77379	0		PROVINS		Provins
11	77	19	1	77407	0		SAINT-FARGEAU-PONTHIERRY		Saint-Fargeau-Ponthierry
11	77	20	1	77445	0		SAVIGNY-LE-TEMPLE		Savigny-le-Temple
11	77	21	1	77449	0		SERRIS		Serris
11	77	22	1	77468	0		TORCY		Torcy
11	77	23	1	77514	0		VILLEPARISIS		Villeparisis
11	78	01	1	78029	1		AUBERGENVILLE		Aubergenville
11	78	02	1	78089	0		BONNIERES-SUR-SEINE		Bonnières-sur-Seine
11	78	03	1	78146	0		CHATOU		Chatou
11	78	04	1	78158	2	(LE)	CHESNAY	(Le)	Chesnay
11	78	05	1	78172	0		CONFLANS-SAINTE-HONORINE		Conflans-Sainte-Honorine
11	78	06	1	78311	1		HOUILLES		Houilles
11	78	07	1	78335	0		LIMAY		Limay
11	78	08	1	78361	0		MANTES-LA-JOLIE		Mantes-la-Jolie
11	78	09	1	78383	0		MAUREPAS		Maurepas
11	78	10	1	78423	0		MONTIGNY-LE-BRETONNEUX		Montigny-le-Bretonneux
11	78	11	1	78440	4	(LES)	MUREAUX	(Les)	Mureaux
11	78	12	1	78490	0		PLAISIR		Plaisir
11	78	13	1	78498	0		POISSY		Poissy
11	78	14	1	78517	0		RAMBOUILLET		Rambouillet
11	78	15	1	78545	0		SAINT-CYR-L'ECOLE		Saint-Cyr-l'École
11	78	16	1	78551	0		SAINT-GERMAIN-EN-LAYE		Saint-Germain-en-Laye
11	78	17	1	78586	0		SARTROUVILLE		Sartrouville
11	78	18	1	78621	0		TRAPPES		Trappes
11	78	19	1	78642	0		VERNEUIL-SUR-SEINE		Verneuil-sur-Seine
11	78	20	4	78646	0		VERSAILLES-1		Versailles-1
11	78	21	2	78646	0		VERSAILLES-2		Versailles-2
75	79	01	1	79101	1		AUTIZE-EGRAY		Autize-Egray
75	79	02	1	79049	0		BRESSUIRE		Bressuire
75	79	03	1	79061	0		CELLES-SUR-BELLE		Celles-sur-Belle
75	79	04	1	79062	0		CERIZAY		Cerizay
75	79	05	1	79130	0		FRONTENAY-ROHAN-ROHAN		Frontenay-Rohan-Rohan
75	79	06	1	79311	3	(LA)	GATINE	(La)	Gâtine
75	79	07	1	79079	0		MAULEON		Mauléon
75	79	08	1	79174	0		MELLE		Melle
75	79	09	1	79170	0		MIGNON-ET-BOUTONNE		Mignon-et-Boutonne
75	79	10	4	79191	0		NIORT-1		Niort-1
75	79	11	4	79191	0		NIORT-2		Niort-2
75	79	12	4	79191	0		NIORT-3		Niort-3
75	79	13	1	79202	0		PARTHENAY		Parthenay
75	79	14	1	79081	3	(LA)	PLAINE NIORTAISE	(La)	Plaine Niortaise
75	79	15	1	79270	0		SAINT-MAIXENT-L'ECOLE		Saint-Maixent-l'École
75	79	16	1	79329	0		THOUARS		Thouars
75	79	17	1	79005	2	(LE)	VAL DE THOUET	(Le)	Val de Thouet
32	80	01	2	80001	1		ABBEVILLE-1		Abbeville-1
32	80	02	2	80001	1		ABBEVILLE-2		Abbeville-2
32	80	03	1	80010	1		AILLY-SUR-NOYE		Ailly-sur-Noye
32	80	04	1	80011	1		AILLY-SUR-SOMME		Ailly-sur-Somme
32	80	05	1	80016	1		ALBERT		Albert
32	80	06	4	80021	1		AMIENS-1		Amiens-1
32	80	07	2	80021	1		AMIENS-2		Amiens-2
32	80	08	2	80021	1		AMIENS-3		Amiens-3
32	80	09	2	80021	1		AMIENS-4		Amiens-4
32	80	10	2	80021	1		AMIENS-5		Amiens-5
32	80	11	2	80021	1		AMIENS-6		Amiens-6
32	80	12	2	80021	1		AMIENS-7		Amiens-7
32	80	13	1	80212	0		CORBIE		Corbie
32	80	14	1	80253	0		DOULLENS		Doullens
32	80	15	1	80318	0		FLIXECOURT		Flixecourt
32	80	16	1	80368	0		FRIVILLE-ESCARBOTIN		Friville-Escarbotin
32	80	17	1	80373	0		GAMACHES		Gamaches
32	80	18	1	80410	0		HAM		Ham
32	80	19	1	80570	0		MOREUIL		Moreuil
32	80	20	1	80620	0		PERONNE		Péronne
32	80	21	1	80630	0		POIX-DE-PICARDIE		Poix-de-Picardie
32	80	22	1	80685	0		ROYE		Roye
32	80	23	1	80688	0		RUE		Rue
76	81	01	4	81004	1		ALBI-1		Albi-1
76	81	02	2	81004	1		ALBI-2		Albi-2
76	81	03	2	81004	1		ALBI-3		Albi-3
76	81	04	2	81004	1		ALBI-4		Albi-4
76	81	05	2	81060	0		CARMAUX-1 LE SEGALA		Carmaux-1 Le Ségala
76	81	06	2	81060	0		CARMAUX-2 VALLEE DU CEROU		Carmaux-2 Vallée du Cérou
76	81	07	4	81065	0		CASTRES-1		Castres-1
76	81	08	2	81065	0		CASTRES-2		Castres-2
76	81	09	2	81065	0		CASTRES-3		Castres-3
76	81	10	1	81131	4	(LES)	DEUX RIVES	(Les)	Deux Rives
76	81	11	1	81099	0		GAILLAC		Gaillac
76	81	12	1	81105	0		GRAULHET		Graulhet
76	81	13	1	81222	2	(LE)	HAUT DADOU	(Le)	Haut Dadou
76	81	14	1	81124	4	(LES)	HAUTES TERRES D'OC	(Les)	Hautes Terres d'Oc
76	81	15	1	81140	0		LAVAUR COCAGNE		Lavaur Cocagne
76	81	16	2	81163	0		MAZAMET-1		Mazamet-1
76	81	17	2	81163	0		MAZAMET-2 VALLEE DU THORE		Mazamet-2 Vallée du Thoré
76	81	18	1	81120	3	(LA)	MONTAGNE NOIRE	(La)	Montagne noire
76	81	19	1	81273	2	(LE)	PASTEL	(Le)	Pastel
76	81	20	1	81281	0		PLAINE DE L'AGOUT		Plaine de l'Agoût
76	81	21	1	81271	4	(LES)	PORTES DU TARN	(Les)	Portes du Tarn
76	81	22	1	81257	0		SAINT-JUERY		Saint-Juéry
76	81	23	1	81220	0		VIGNOBLES ET BASTIDES		Vignobles et Bastides
76	82	01	1	82037	1		AVEYRON-LERE		Aveyron-Lère
76	82	02	1	82013	0		BEAUMONT-DE-LOMAGNE		Beaumont-de-Lomagne
76	82	03	1	82033	0		CASTELSARRASIN		Castelsarrasin
76	82	04	1	82169	0		GARONNE-LOMAGNE-BRULHOIS		Garonne-Lomagne-Brulhois
76	82	05	1	82112	0		MOISSAC		Moissac
76	82	06	4	82121	0		MONTAUBAN-1		Montauban-1
76	82	07	4	82121	0		MONTAUBAN-2		Montauban-2
76	82	08	4	82121	0		MONTAUBAN-3		Montauban-3
76	82	09	1	82125	0		MONTECH		Montech
76	82	10	1	82087	0		PAYS DE SERRES SUD-QUERCY		Pays de Serres Sud-Quercy
76	82	11	1	82002	0		QUERCY-AVEYRON		Quercy-Aveyron
76	82	12	1	82179	0		QUERCY-ROUERGUE		Quercy-Rouergue
76	82	13	1	82079	0		TARN-TESCOU-QUERCY VERT		Tarn-Tescou-Quercy vert
76	82	14	1	82186	0		VALENCE		Valence
76	82	15	1	82190	0		VERDUN-SUR-GARONNE		Verdun-sur-Garonne
93	83	01	1	83023	0		BRIGNOLES		Brignoles
93	83	02	2	83047	3	(LA)	CRAU	(La)	Crau
93	83	03	1	83050	0		DRAGUIGNAN		Draguignan
93	83	04	1	83058	0		FLAYOSC		Flayosc
93	83	05	4	83061	0		FREJUS		Fréjus
93	83	06	1	83062	3	(LA)	GARDE	(La)	Garde
93	83	07	1	83064	0		GAREOULT		Garéoult
93	83	08	4	83069	1		HYERES		Hyères
93	83	09	1	83073	2	(LE)	LUC	(Le)	Luc
93	83	10	1	83090	1		OLLIOULES		Ollioules
93	83	11	1	83107	0		ROQUEBRUNE-SUR-ARGENS		Roquebrune-sur-Argens
93	83	12	1	83112	0		SAINT-CYR-SUR-MER		Saint-Cyr-sur-Mer
93	83	13	1	83116	0		SAINT-MAXIMIN-LA-SAINTE-BAUME		Saint-Maximin-la-Sainte-Baume
93	83	14	2	83118	0		SAINT-RAPHAEL		Saint-Raphaël
93	83	15	1	83115	0		SAINTE-MAXIME		Sainte-Maxime
93	83	16	4	83126	3	(LA)	SEYNE-SUR-MER-1	(La)	Seyne-sur-Mer-1
93	83	17	2	83126	3	(LA)	SEYNE-SUR-MER-2	(La)	Seyne-sur-Mer-2
93	83	18	1	83130	0		SOLLIES-PONT		Solliès-Pont
93	83	19	4	83137	0		TOULON-1		Toulon-1
93	83	20	4	83137	0		TOULON-2		Toulon-2
93	83	21	2	83137	0		TOULON-3		Toulon-3
93	83	22	4	83137	0		TOULON-4		Toulon-4
93	83	23	1	83148	0		VIDAUBAN		Vidauban
93	84	01	1	84003	1		APT		Apt
93	84	02	4	84007	1		AVIGNON-1		Avignon-1
93	84	03	4	84007	1		AVIGNON-2		Avignon-2
93	84	04	2	84007	1		AVIGNON-3		Avignon-3
93	84	05	1	84019	0		BOLLENE		Bollène
93	84	06	1	84031	0		CARPENTRAS		Carpentras
93	84	07	1	84035	0		CAVAILLON		Cavaillon
93	84	08	1	84038	0		CHEVAL-BLANC		Cheval-Blanc
93	84	09	1	84054	5	(L')	ISLE-SUR-LA-SORGUE	(L')	Isle-sur-la-Sorgue
93	84	10	1	84080	0		MONTEUX		Monteux
93	84	11	1	84087	1		ORANGE		Orange
93	84	12	1	84088	0		PERNES-LES-FONTAINES		Pernes-les-Fontaines
93	84	13	1	84089	0		PERTUIS		Pertuis
93	84	14	1	84092	2	(LE)	PONTET	(Le)	Pontet
93	84	15	1	84129	0		SORGUES		Sorgues
93	84	16	1	84137	0		VAISON-LA-ROMAINE		Vaison-la-Romaine
93	84	17	1	84138	0		VALREAS		Valréas
52	85	01	1	85003	1		AIZENAY		Aizenay
52	85	02	1	85047	0		CHALLANS		Challans
52	85	03	1	85051	0		CHANTONNAY		Chantonnay
52	85	04	1	85059	3	(LA)	CHATAIGNERAIE	(La)	Châtaigneraie
52	85	05	1	85092	0		FONTENAY-LE-COMTE		Fontenay-le-Comte
52	85	06	1	85109	4	(LES)	HERBIERS	(Les)	Herbiers
52	85	07	1	85113	5	(L')	ILE-D'YEU	(L')	île-d'Yeu
52	85	08	1	85128	0		LUCON		Luçon
52	85	09	1	85135	0		MAREUIL-SUR-LAY-DISSAIS		Mareuil-sur-Lay-Dissais
52	85	10	1	85146	0		MONTAIGU		Montaigu
52	85	11	1	85151	0		MORTAGNE-SUR-SEVRE		Mortagne-sur-Sèvre
52	85	12	2	85191	3	(LA)	ROCHE-SUR-YON-1	(La)	Roche-sur-Yon-1
52	85	13	2	85191	3	(LA)	ROCHE-SUR-YON-2	(La)	Roche-sur-Yon-2
52	85	14	1	85194	4	(LES)	SABLES-D'OLONNE	(Les)	Sables-d'Olonne
52	85	15	1	85226	0		SAINT-HILAIRE-DE-RIEZ		Saint-Hilaire-de-Riez
52	85	16	1	85234	0		SAINT-JEAN-DE-MONTS		Saint-Jean-de-Monts
52	85	17	1	85288	0		TALMONT-SAINT-HILAIRE		Talmont-Saint-Hilaire
75	86	01	1	86062	0		CHASSENEUIL-DU-POITOU		Chasseneuil-du-Poitou
75	86	02	2	86066	0		CHATELLERAULT-1		Châtellerault-1
75	86	03	2	86066	0		CHATELLERAULT-2		Châtellerault-2
75	86	04	2	86066	0		CHATELLERAULT-3		Châtellerault-3
75	86	05	1	86070	0		CHAUVIGNY		Chauvigny
75	86	06	1	86078	0		CIVRAY		Civray
75	86	07	1	86115	0		JAUNAY-CLAN		Jaunay-Clan
75	86	08	1	86137	0		LOUDUN		Loudun
75	86	09	1	86139	0		LUSIGNAN		Lusignan
75	86	10	1	86140	0		LUSSAC-LES-CHATEAUX		Lussac-les-Châteaux
75	86	11	1	86158	0		MIGNE-AUXANCES		Migné-Auxances
75	86	12	1	86165	0		MONTMORILLON		Montmorillon
75	86	13	2	86194	0		POITIERS-1		Poitiers-1
75	86	14	2	86194	0		POITIERS-2		Poitiers-2
75	86	15	4	86194	0		POITIERS-3		Poitiers-3
75	86	16	2	86194	0		POITIERS-4		Poitiers-4
75	86	17	2	86194	0		POITIERS-5		Poitiers-5
75	86	18	1	86293	0		VIVONNE		Vivonne
75	86	19	1	86297	0		VOUNEUIL-SOUS-BIARD		Vouneuil-sous-Biard
75	87	01	1	87001	1		AIXE-SUR-VIENNE		Aixe-sur-Vienne
75	87	02	1	87002	1		AMBAZAC		Ambazac
75	87	03	1	87011	0		BELLAC		Bellac
75	87	04	1	87041	0		CHATEAUPONSAC		Châteauponsac
75	87	05	1	87048	0		CONDAT-SUR-VIENNE		Condat-sur-Vienne
75	87	06	1	87050	0		COUZEIX		Couzeix
75	87	07	1	87064	1		EYMOUTIERS		Eymoutiers
75	87	08	4	87085	0		LIMOGES-1		Limoges-1
75	87	09	4	87085	0		LIMOGES-2		Limoges-2
75	87	10	4	87085	0		LIMOGES-3		Limoges-3
75	87	11	4	87085	0		LIMOGES-4		Limoges-4
75	87	12	2	87085	0		LIMOGES-5		Limoges-5
75	87	13	4	87085	0		LIMOGES-6		Limoges-6
75	87	14	4	87085	0		LIMOGES-7		Limoges-7
75	87	15	4	87085	0		LIMOGES-8		Limoges-8
75	87	16	2	87085	0		LIMOGES-9		Limoges-9
75	87	17	1	87114	0		PANAZOL		Panazol
75	87	18	1	87126	0		ROCHECHOUART		Rochechouart
75	87	19	1	87154	0		SAINT-JUNIEN		Saint-Junien
75	87	20	1	87161	0		SAINT-LEONARD-DE-NOBLAT		Saint-Léonard-de-Noblat
75	87	21	1	87187	0		SAINT-YRIEIX-LA-PERCHE		Saint-Yrieix-la-Perche
44	88	01	1	88075	3	(LA)	BRESSE	(La)	Bresse
44	88	02	1	88078	0		BRUYERES		Bruyères
44	88	03	1	88090	0		CHARMES		Charmes
44	88	04	1	88124	0		DARNEY		Darney
44	88	05	2	88160	1		EPINAL-1		Épinal-1
44	88	06	2	88160	1		EPINAL-2		Épinal-2
44	88	07	1	88196	0		GERARDMER		Gérardmer
44	88	08	1	88209	0		GOLBEY		Golbey
44	88	09	1	88304	0		MIRECOURT		Mirecourt
44	88	10	1	88321	0		NEUFCHATEAU		Neufchâteau
44	88	11	1	88372	0		RAON-L'ETAPE		Raon-l'Etape
44	88	12	1	88383	0		REMIREMONT		Remiremont
44	88	13	2	88413	0		SAINT-DIE-DES-VOSGES-1		Saint-Dié-des-Vosges-1
44	88	14	2	88413	0		SAINT-DIE-DES-VOSGES-2		Saint-Dié-des-Vosges-2
44	88	15	1	88468	2	(LE)	THILLOT	(Le)	Thillot
44	88	16	1	88487	2	(LE)	VAL-D'AJOL	(Le)	Val-d'Ajol
44	88	17	1	88516	0		VITTEL		Vittel
27	89	01	2	89024	1		AUXERRE-1		Auxerre-1
27	89	02	2	89024	1		AUXERRE-2		Auxerre-2
27	89	03	2	89024	1		AUXERRE-3		Auxerre-3
27	89	04	2	89024	1		AUXERRE-4		Auxerre-4
27	89	05	1	89025	1		AVALLON		Avallon
27	89	06	1	89055	0		BRIENON-SUR-ARMANCON		Brienon-sur-Armançon
27	89	07	1	89068	0		CHABLIS		Chablis
27	89	08	1	89086	0		CHARNY		Charny
27	89	09	1	89419	0		CŒUR DE PUISAYE		Cœur de Puisaye
27	89	10	1	89370	0		GATINAIS EN BOURGOGNE		Gâtinais en Bourgogne
27	89	11	1	89206	0		JOIGNY		Joigny
27	89	12	1	89208	0		JOUX-LA-VILLE		Joux-la-Ville
27	89	13	1	89257	0		MIGENNES		Migennes
27	89	14	1	89309	0		PONT-SUR-YONNE		Pont-sur-Yonne
27	89	15	1	89345	0		SAINT-FLORENTIN		Saint-Florentin
27	89	16	2	89387	0		SENS-1		Sens-1
27	89	17	2	89387	0		SENS-2		Sens-2
27	89	18	1	89414	0		THORIGNY-SUR-OREUSE		Thorigny-sur-Oreuse
27	89	19	1	89418	0		TONNERROIS		Tonnerrois
27	89	20	1	89464	0		VILLENEUVE-SUR-YONNE		Villeneuve-sur-Yonne
27	89	21	1	89478	0		VINCELLES		Vincelles
27	90	01	1	90008	0		BAVILLIERS		Bavilliers
27	90	02	4	90010	0		BELFORT-1		Belfort-1
27	90	03	4	90010	0		BELFORT-2		Belfort-2
27	90	04	4	90010	0		BELFORT-3		Belfort-3
27	90	05	1	90022	0		CHATENOIS-LES-FORGES		Châtenois-les-Forges
27	90	06	1	90033	0		DELLE		Delle
27	90	07	1	90052	0		GIROMAGNY		Giromagny
27	90	08	1	90053	0		GRANDVILLARS		Grandvillars
27	90	09	1	90099	0		VALDOIE		Valdoie
11	91	01	1	91021	1		ARPAJON		Arpajon
11	91	02	1	91027	1		ATHIS-MONS		Athis-Mons
11	91	03	1	91103	0		BRETIGNY-SUR-ORGE		Brétigny-sur-Orge
11	91	04	1	91174	0		CORBEIL-ESSONNES		Corbeil-Essonnes
11	91	05	1	91200	0		DOURDAN		Dourdan
11	91	06	2	91201	0		DRAVEIL		Draveil
11	91	07	2	91215	1		EPINAY-SOUS-SENART		Épinay-sous-Sénart
11	91	08	1	91223	1		ETAMPES		Étampes
11	91	09	1	91228	1		EVRY		Évry
11	91	10	1	91272	0		GIF-SUR-YVETTE		Gif-sur-Yvette
11	91	11	1	91345	0		LONGJUMEAU		Longjumeau
11	91	12	1	91377	0		MASSY		Massy
11	91	13	1	91386	0		MENNECY		Mennecy
11	91	14	1	91477	0		PALAISEAU		Palaiseau
11	91	15	1	91521	0		RIS-ORANGIS		Ris-Orangis
11	91	16	1	91549	0		SAINTE-GENEVIEVE-DES-BOIS		Sainte-Geneviève-des-Bois
11	91	17	1	91589	0		SAVIGNY-SUR-ORGE		Savigny-sur-Orge
11	91	18	1	91692	4	(LES)	ULIS	(Les)	Ulis
11	91	19	2	91657	0		VIGNEUX-SUR-SEINE		Vigneux-sur-Seine
11	91	20	1	91687	0		VIRY-CHATILLON		Viry-Châtillon
11	91	21	2	91691	1		YERRES		Yerres
11	92	01	1	92002	1		ANTONY		Antony
11	92	02	4	92004	1		ASNIERES-SUR-SEINE		Asnières-sur-Seine
11	92	03	1	92007	0		BAGNEUX		Bagneux
11	92	04	4	92012	0		BOULOGNE-BILLANCOURT-1		Boulogne-Billancourt-1
11	92	05	2	92012	0		BOULOGNE-BILLANCOURT-2		Boulogne-Billancourt-2
11	92	06	1	92019	0		CHATENAY-MALABRY		Châtenay-Malabry
11	92	07	1	92020	0		CHATILLON		Châtillon
11	92	08	1	92023	0		CLAMART		Clamart
11	92	09	1	92024	0		CLICHY		Clichy
11	92	10	4	92025	0		COLOMBES-1		Colombes-1
11	92	11	2	92025	0		COLOMBES-2		Colombes-2
11	92	12	5	92026	0		COURBEVOIE-1		Courbevoie-1
11	92	13	2	92026	0		COURBEVOIE-2		Courbevoie-2
11	92	14	1	92036	0		GENNEVILLIERS		Gennevilliers
11	92	15	1	92040	1		ISSY-LES-MOULINEAUX		Issy-les-Moulineaux
11	92	16	1	92044	0		LEVALLOIS-PERRET		Levallois-Perret
11	92	17	1	92048	0		MEUDON		Meudon
11	92	18	1	92049	0		MONTROUGE		Montrouge
11	92	19	4	92050	0		NANTERRE-1		Nanterre-1
11	92	20	2	92050	0		NANTERRE-2		Nanterre-2
11	92	21	1	92051	0		NEUILLY-SUR-SEINE		Neuilly-sur-Seine
11	92	22	1	92063	0		RUEIL-MALMAISON		Rueil-Malmaison
11	92	23	1	92064	0		SAINT-CLOUD		Saint-Cloud
11	93	01	1	93001	1		AUBERVILLIERS		Aubervilliers
11	93	02	1	93005	1		AULNAY-SOUS-BOIS		Aulnay-sous-Bois
11	93	03	1	93006	0		BAGNOLET		Bagnolet
11	93	04	2	93007	2	(LE)	BLANC-MESNIL	(Le)	Blanc-Mesnil
11	93	05	2	93008	0		BOBIGNY		Bobigny
11	93	06	2	93010	0		BONDY		Bondy
11	93	07	1	93027	3	(LA)	COURNEUVE	(La)	Courneuve
11	93	08	4	93029	0		DRANCY		Drancy
11	93	09	2	93031	1		EPINAY-SUR-SEINE		Épinay-sur-Seine
11	93	10	1	93032	0		GAGNY		Gagny
11	93	11	1	93046	0		LIVRY-GARGAN		Livry-Gargan
11	93	12	2	93048	0		MONTREUIL-1		Montreuil-1
11	93	13	4	93048	0		MONTREUIL-2		Montreuil-2
11	93	14	1	93051	0		NOISY-LE-GRAND		Noisy-le-Grand
11	93	15	1	93055	0		PANTIN		Pantin
11	93	16	4	93066	0		SAINT-DENIS-1		Saint-Denis-1
11	93	17	2	93066	0		SAINT-DENIS-2		Saint-Denis-2
11	93	18	2	93070	0		SAINT-OUEN		Saint-Ouen
11	93	19	1	93071	0		SEVRAN		Sevran
11	93	20	1	93073	0		TREMBLAY-EN-FRANCE		Tremblay-en-France
11	93	21	1	93077	0		VILLEMOMBLE		Villemomble
11	94	01	1	94002	1		ALFORTVILLE		Alfortville
11	94	02	1	94016	0		CACHAN		Cachan
11	94	03	4	94017	0		CHAMPIGNY-SUR-MARNE-1		Champigny-sur-Marne-1
11	94	04	2	94017	0		CHAMPIGNY-SUR-MARNE-2		Champigny-sur-Marne-2
11	94	05	2	94018	0		CHARENTON-LE-PONT		Charenton-le-Pont
11	94	06	2	94022	0		CHOISY-LE-ROI		Choisy-le-Roi
11	94	07	4	94028	0		CRETEIL-1		Créteil-1
11	94	08	4	94028	0		CRETEIL-2		Créteil-2
11	94	09	2	94033	0		FONTENAY-SOUS-BOIS		Fontenay-sous-Bois
11	94	10	1	94038	5	(L')	HAY-LES-ROSES	(L')	Haÿ-les-Roses
11	94	11	1	94041	1		IVRY-SUR-SEINE		Ivry-sur-Seine
11	94	12	1	94043	2	(LE)	KREMLIN-BICETRE	(Le)	Kremlin-Bicêtre
11	94	13	1	94046	0		MAISONS-ALFORT		Maisons-Alfort
11	94	14	2	94052	0		NOGENT-SUR-MARNE		Nogent-sur-Marne
11	94	15	1	94054	1		ORLY		Orly
11	94	16	1	94004	0		PLATEAU BRIARD		Plateau briard
11	94	17	4	94068	0		SAINT-MAUR-DES-FOSSES-1		Saint-Maur-des-Fossés-1
11	94	18	2	94068	0		SAINT-MAUR-DES-FOSSES-2		Saint-Maur-des-Fossés-2
11	94	19	1	94073	0		THIAIS		Thiais
11	94	20	1	94076	0		VILLEJUIF		Villejuif
11	94	21	2	94078	0		VILLENEUVE-SAINT-GEORGES		Villeneuve-Saint-Georges
11	94	22	1	94079	0		VILLIERS-SUR-MARNE		Villiers-sur-Marne
11	94	23	2	94080	0		VINCENNES		Vincennes
11	94	24	4	94081	0		VITRY-SUR-SEINE-1		Vitry-sur-Seine-1
11	94	25	4	94081	0		VITRY-SUR-SEINE-2		Vitry-sur-Seine-2
11	95	01	2	95018	1		ARGENTEUIL-1		Argenteuil-1
11	95	02	4	95018	1		ARGENTEUIL-2		Argenteuil-2
11	95	03	2	95018	1		ARGENTEUIL-3		Argenteuil-3
11	95	04	2	95127	0		CERGY-1		Cergy-1
11	95	05	2	95127	0		CERGY-2		Cergy-2
11	95	06	1	95197	0		DEUIL-LA-BARRE		Deuil-la-Barre
11	95	07	1	95199	0		DOMONT		Domont
11	95	08	1	95219	1		ERMONT		Ermont
11	95	09	1	95250	0		FOSSES		Fosses
11	95	10	1	95252	0		FRANCONVILLE		Franconville
11	95	11	1	95268	0		GARGES-LES-GONESSE		Garges-lès-Gonesse
11	95	12	1	95280	0		GOUSSAINVILLE		Goussainville
11	95	13	1	95306	1		HERBLAY		Herblay
11	95	14	1	95313	5	(L')	ISLE-ADAM	(L')	Isle-Adam
11	95	15	1	95428	0		MONTMORENCY		Montmorency
11	95	16	1	95500	0		PONTOISE		Pontoise
11	95	17	1	95572	0		SAINT-OUEN-L'AUMONE		Saint-Ouen-l'Aumône
11	95	18	1	95585	0		SARCELLES		Sarcelles
11	95	19	1	95607	0		TAVERNY		Taverny
